,弹幕,类别
336,爱衣酱大胜利,高兴
337,泪目,难过
338,爱依我老婆,高兴
339,我要考上我想要去的大学！,高兴
340,窝发现了一些东西。。但我保持沉默。。。,愤怒
341,辛苦了！！,高兴
342,沙织！,高兴
343,呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜呜,难过
344,这个笑容太美了,高兴
345,纱织,高兴
346,全体起立,高兴
347,我听的不是她们三位的,愤怒
348,周元 找到你了,高兴
349,小花花来抱抱,高兴
350,好听,高兴
351,当曙光穿过你身体时，我愿说出这世界上最长情的告白,高兴
352,全体起立,高兴
353,谢谢你们的弹幕,高兴
354,太好听了,高兴
355,最喜欢的一个版本,高兴
356,一开口就破防了,难过
357,有亚丝娜吗,愤怒
358,爱衣酱大胜利!!,高兴
359,爱衣酱大胜利,高兴
360,全体起立,高兴
361,未闻花名，但知花香，再遇花时，泪已千行！,高兴
362,已知花意 未见其花 已见其花 未闻花名 再见其花 落泪千溟,难过
363,茅野酒量很好所以那啥本没机会呀,高兴
364,全体起立,高兴
365,已知花意，未见其花，已见其花，未闻花名，再见其花，落泪千溟，未闻花名，但识花香，已知花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。我知花意，花不知我。爱其芬芳，闻其花名。回头忆我，我心故我。,难过
366,哭得稀里哗啦,难过
367,已知花意，未见其花，已见其花，未闻花名，再见其花，泪落千溟，未闻花名，但识花香，已见花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。,难过
368,当曙光穿透你的身体之时，我愿说出这世上最长情的告白,高兴
369,全体起立，迎接风暴,高兴
370,孩子们快跑啊！,高兴
371,孩子们快跑啊，前方可是深渊啊,高兴
372,泪目,难过
373,泪目,难过
374,大好きだよ,高兴
375,都给爷哭!,难过
376,泪目。,难过
377,未闻花名，但识花香，在见花时，泪以千行,高兴
378,处女币给了,高兴
379,爱衣伸手闭眼这下WSL,高兴
380,爱衣大胜利,高兴
381,都给我哭,难过
382,泪流满面了,难过
383,爱了爱了,高兴
384,已知花意 未见其花 已见其花 未闻花名 再见其花 落泪千溟,难过
385,呜呜呜,难过
386,泪了,难过
387,可爱,高兴
388,本间芽衣子,高兴
389,与桐人关系密切的三个女人,负样本
390,我看了俩百遍爱衣，还加入了蒸饺,负样本
391,爱衣24这时颜值巅峰,高兴
392,再来亿遍,高兴
393,爱益好美,高兴
394,就跑发现，三位穿的都是白色连衣裙么,愤怒
395,快点哭，弟弟不哭，我打哭了,难过
396,班主任：“闭上眼带你去个地方。”我：“操场么？”班主任：“你偷看”我：“这条路我走了三年，闭着眼也不会迷路。”下个秋天，教室里坐满了人，可惜不再是我们。班主任：“都毕业了校服怎么不扔？”,难过
397,这首歌陪伴了度过了人生中最困难的一段时期，高考前，大概是去年三月，因为身体的原因使我放弃上学，家里没有人，因为身体需要运动，我只能独自一人出去散步，而这时手机里放着的就是这首secret base，她,难过
398,还没开始我就,难过
399,啊啊啊啊啊,惊讶
400,泪目,难过
401,甘文崔xswl,愤怒
402,纱织姐姐,高兴
403,泪目,难过
404,爷青回,高兴
405,猛男落泪,难过
406,泪目,难过
407,全体起立,高兴
408,这句真的爱死了,高兴
409,最喜欢沙织姐姐的声音,高兴
410,鸡皮起来了,高兴
411,当时第一首听到会唱的歌,高兴
412,当曙光穿过你的身体之时，我愿说出世上最长情的告白,高兴
413,还是原唱好啊，好听，更好看,高兴
414,爱衣酱！！！！！！！,高兴
415,未闻花名，但识花香，已知花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行， 人犹在时，未闻花名，已知花名，人去花谢， 已知花意，未闻其花，以见其花，未闻花名。再见其花，泪落千冥， 我们仍未知道那,高兴
416,大和妩子,高兴
417,面码，找到你了！,高兴
418,没币了，先欠着,愤怒
419,给我哭,难过
420,泪目,难过
421,面码，找到你了。,高兴
422,肉松的声音一直都那么有元气呢,高兴
423,每次听到都很受触动,高兴
424,脸还瘦的肉松23333,高兴
425,果然肉松一直都是表情丰富的人呢,高兴
426,这个肉松真的嫩,高兴
427,爱衣那时真的漂亮,高兴
428,其实这里最年轻的是沙织姐姐,高兴
429,肉松当年还那么嫩，21岁吧,负样本
430,当年都是萌妹的时候啊,高兴
431,泪目,难过
432,未闻花名，但识花香，再见花时，泪已两行,高兴
433,未闻花名,难过
434,emm,愤怒
435,一起看的人 早,高兴
436,收藏比点赞多系列,愤怒
437,空降1：50,负样本
438,空降1：52,负样本
439,那个她已不在,难过
440,当年毛衣24，明年34了害，时间过得好快，十年真的要到了,难过
441,爱衣即使弹幕十级屏蔽也都是天使，摆手SW,难过
442,爱衣这九年经历了什么，变化好大，可恶的松冈,愤怒
443,空降？,负样本
444,看了两集，不敢看下去,难过
445,想起我的那个夏天,难过
446,泪目,难过
447,最高もの　思い出を,难过
448,泪目,难过
449,泪目,难过
450,当属光穿偷你的身体,愤怒
451,面码 找到你了,高兴
452,面码的妈妈好可怜……,难过
453,已知花意 未见其花 已见其花 未闻花名 再见其花 落泪千溟,难过
454,2021就是十年了，这是2011的版本,愤怒
455,各位，开头见，2021见,高兴
456,松冈有恐女症，这么多年还抱希望呢？,愤怒
457,爱衣酱大胜利,高兴
458,爱衣再过一年头发就神还原了完美,高兴
459,还有一年，2021等到了这个十年,高兴
460,爱衣人美声甜，可惜松冈恐女症害,难过
461,松冈b,愤怒
462,这时候的爱衣呜呜美爆了，现在短发人妻发型了,高兴
463,爱衣,高兴
464,美,高兴
465,我要是松冈，孩子都能打酱油了,高兴
466,爱衣超可耐,高兴
467,我要是松冈，孩子都能打酱油了估计,高兴
468,爱衣颜值巅峰,高兴
469,2020还有这么多当年的弹幕,难过
470,爱衣酱大胜利,高兴
471,ed最后的杯子我一直以为最后会变成6个,难过
472,户松遥还有这三个我真的很喜欢,高兴
473,户松遥真的好可爱阿,高兴
474,面码，找到你了,高兴
475,开始哭,难过
476,给爷哭,难过
477,2021了毛衣还是单身贵族,负样本
478,老婆闭眼捂脸太美了吧,高兴
479,当曙光穿过你的身体时，我愿说出这世间最长情的告白,高兴
480,爱衣33了,负样本
481,八人正在看,负样本
482,空降01:47,负样本
483,QAQ,难过
484,泪目3,难过
485,迷之嘎达,高兴
486,空降1:50,负样本
487,空降1:50,负样本
488,花泽香菜和户松遥关系不错,负样本
489,只有旱见沙织和户松遥是前辈,负样本
490,空降 1:47,负样本
491,空降1:47,负样本
492,1:47空降,负样本
493,1:47 空降,负样本
494,六个小伙伴你好,高兴
495,小菊花,难过
496,都给我哭,难过
497,开始哭,难过
498,最后一遍,高兴
499,桐姥爷初恋，正宫，和AI后宫集齐了,高兴
500,这时候kayano桑的声音好甜啊,高兴
501,泪目了,难过
502,泪目,难过
503,啊哈,高兴
504,开口跪,高兴
505,毛衣,高兴
506,当曙光穿透身体，我愿说出最长情的告白,高兴
507,当曙光穿透身体，我愿说出最长情的告白当曙光穿透身体，我愿说出最长情的告白,高兴
508,卧槽泪目,难过
509,全体起立,高兴
510,空降成功，泪目,难过
511,别再说爱衣是你们的了，松冈不会让出开的,愤怒
512,瑶瑶爱你哟,高兴
513,爱衣酱大胜利,高兴
514,得想办法娶了茅野爱衣,高兴
515,泪目,难过
516,蝴蝶忍香奈慧的声音,高兴
517,肉松，毛衣都还好nen,高兴
518,这个尾音有点强啊,高兴
519,牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛牛,高兴
520,全体起立,高兴
521,全体起立,高兴
522,全体起立,高兴
523,全体起立,高兴
524,T﹏T,难过
525,哭了T﹏T,难过
526,兮夜是你,高兴
527,姿态,高兴
528,猛女落泪,难过
529,泪目,难过
530,爱衣可可爱爱,高兴
531,茅野爱衣,高兴
532,好听好听好听好听,高兴
533,太好听了,高兴
534,泪目,难过
535,声优界三巨头,高兴
536,声优届三巨头,高兴
537,再来亿变,高兴
538,泪目,难过
539,泪目,难过
540,谢谢字幕君们,高兴
541,都给我哭,难过
542,全体起立,高兴
543,有兄弟姐妹夭折的千万别看这番，真的心痛到无法呼吸,难过
544,让我想起了后街女孩,难过
545,讲道理，爱衣酱是怎么唱出からの、愛!这种歌的,愤怒
546,2015就见了哦，现在2020又相见,难过
547,有字幕了！！,高兴
548,泪目,难过
549,挑一下眉毛，爱了爱了,高兴
550,别闹，这三都是行业顶级大佬，歌也被翻唱很多，国语粤语都有,愤怒
551,面码，找到你了,高兴
552,面码最喜欢仁太了！！！,高兴
553,都给爷哭,难过
554,强忍住泪水,难过
555,老婆们,高兴
556,别说原唱啦！让我们知道这歌的就是她们三个,愤怒
557,awsl,高兴
558,全体起立,高兴
559,面瘫 哈哈哈哈,高兴
560,梦开始的地方,高兴
561,每天一遍,高兴
562,这里的毛衣真的好看到哭,高兴
563,怎么三个一样的人,愤怒
564,毛衣好乖,高兴
565,ありがとうございました！,难过
566,找到你了 大聲,高兴
567,找到你了 面癱,愤怒
568,全体起立,高兴
569,每个人内心中都有一个跟在身边的面码,难过
570,松冈爱衣一定要在一起啊,高兴
571,已知花意，未见其花，已见其花，未闻花名，再见其花，泪落千溟，未闻花名，但识花香，已见花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。,难过
572,已知花意，未见其花，已见其花，未闻花名，再见其花，泪落千溟，未闻花名，但识花香，已见花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。,难过
573,未闻花名 但识花香 花再开时 泪已千行。,高兴
574,面码！！呜呜呜呜呜,难过
575,鼻子酸了,难过
576,像张子萱。。。,愤怒
577,愿此生岁月静好，只因有你,高兴
578,153的茅野爱衣又乖又可爱，简直就是最佳理想对象啊,高兴
579,日语老师我爱你,高兴
580,再来一遍,高兴
581,面码 做到了 弄哭了仁太 所以我该走~,负样本
582,我对仁太的喜欢是做仁太媳妇的那种喜欢,高兴
583,面码 最喜欢你了！！！！！,高兴
584,泪目,难过
585,まだだよ,难过
586,泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目,难过
587,泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目泪目,难过
588,落樱秒速五厘米，花名未闻沮先行,高兴
589,本间芽衣子,高兴
590,。。。。。。。。,高兴
591,我永遠愛茅野愛衣啊啊啊,高兴
592,愛衣！,高兴
593,愛衣可愛,高兴
594,给爷哭！！！！,愤怒
595,给爷哭,难过
596,哭哭哭哭哭啊啊啊,难过
597,泪目,难过
598,猛男落泪,难过
599,泪目,难过
600,面码，找到你了,高兴
601,面码，找到你了,高兴
602,泪目,难过
603,面码，找到你了,高兴
604,面码，找到你了,高兴
605,难受,难过
606,面码，找到你了,高兴
607,泪目,难过
608,致郁番,愤怒
609,难受,难过
610,泪目,难过
611,泪目,难过
612,面码，找到你了,高兴
613,面码，找到你了,高兴
614,听一遍难受一遍,难过
615,难受,难过
616,泪目,难过
617,全体起来,高兴
618,纱织你别把话筒吃了，注意点,愤怒
619,可可爱爱,高兴
620,日语说的好好,高兴
621,这三在声优界也是顶级大佬,高兴
622,爱衣酱只能是松冈的,愤怒
623,面码，找到你了,高兴
624,泪目,难过
625,我们仍未知道那天所看见的花的名字,难过
626,早见啊,难过
627,感谢下方野生字幕君,高兴
628,没有感情？你唱一个试试？笑死了，打字不经过脑子？,愤怒
629,重温重温,高兴
630,已知花意，未见其花，已见其花，未闻花名，再见其花，泪落千溟，未闻花名，但识花香，已见花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。,难过
631,全体起立全体起立全体起立！,高兴
632,芽野爱衣啊,高兴
633,奶块起立,高兴
634,我的朋友们你们还好吗,难过
635,再听真要哭了,难过
636,面码捉迷藏真的太差劲了，一下就被找到了,愤怒
637,面码，找到你了,高兴
638,已知花意，未见其花，已见其花，未闻花名，再见其花，落泪千溟，未闻花名，但识花香，已知花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。我知花意，花不知我。爱其芬芳，闻其花名。回头忆我，我心故我。,难过
639,本间芽衣子,高兴
640,猛男落泪,难过
641,猛男落泪,难过
642,猛女落泪,难过
643,好可爱！,高兴
644,老婆！,愤怒
645,好甜啊,高兴
646,爱了,高兴
647,我记得这个番还是你推给我的，我去学了吉他，你什么时候回来,难过
648,爱衣酱，大胜利！！！,高兴
649,这是茅野爱衣（本间芽衣子，也就是面码的声优）,高兴
650,这个是户松遥,高兴
651,哭了,难过
652,好听,高兴
653,入站第一个视频,高兴
654,承包空屏,愤怒
655,然而茅衣是年龄最大，出道最晚的，但是运气最好的，出道即爆红,负样本
656,←碟片会消音,愤怒
657,面码，找到你了,高兴
658,听了很多遍 ，还是很感动,高兴
659,未闻花名当曙光穿过你的身体，我愿说出最长情的告白,高兴
660,最两边两个人唱的好,高兴
661,当你的身体被曙光穿透，我愿说出最长情的告白,高兴
662,！,愤怒
663,已知花意，未见其花，已见其花，未闻花名，再见其花，泪落千溟，未闻花名，但识花香，已见花名，花已不在。未闻花名，但识花香，再遇花时，泪已千行。,难过
664,哭,难过
665,啊啊啊啊啊啊啊啊啊啊啊啊啊,高兴
666,あなたの体が曙光に突き抜けられたとき、私は最も長い告白をしたいです。,惊讶
667,当你的身体被曙光穿透，我愿说出最长情的告白,高兴
668,当你的身体被曙光穿透，我愿说出最长情的告白,高兴
669,连长！~~~,高兴
670,伴奏一出，已经泪目,难过
671,泪目,难过
672,是、当曙光穿透你的身体之时，我愿说出世间最长情的告白,高兴
673,泪目,难过
674,面码,愤怒
675,面码，找到你了,高兴
676,啊啊啊啊啊啊茅野爱衣我可以我可以,高兴
677,i了i了,高兴
678,泪目,难过
679,开哭,难过
680,经典,高兴
681,眼睛好漂亮,高兴
682,已知花意，未见其花 已见其花，未闻花名 再见其花，落泪千溟 未闻花名，但识花香已知花名，花已不在 再遇花时，泪已千行,难过
683,400万了,高兴
684,当曙光穿过你的身体，我愿说出最长情告白,高兴
685,泪目了,难过
686,面码，找到你了,高兴
687,1：47空降,负样本
688,1：47空降,负样本
689,现场好稳,高兴
690,纱织姐姐神仙声线啊,高兴
691,纱织姐姐声音好听啊,高兴
692,英文翻译,负样本
693,给爷哭,难过
694,三人女神实锤了,高兴
695,当曙光穿透你身体之时，我愿说出这世界上最长情的告白。,高兴
696,啊啊啊啊啊啊啊啊啊啊,愤怒
697,全体起立,高兴
698,泪目了,难过
699,茅野爱衣我爱死你了呜呜呜呜,高兴
700,泪目啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,难过
701,哭死啊啊啊啊啊啊啊啊啊,难过
702,绅士落泪,难过
703,猛男落泪,难过
704,泪目！,难过
705,泪目。,难过
706,爷青回,高兴
